Cell,Cycle,IR_mean,IR_variance,IR_max,QC_mean,QC_variance,QC_max,QD_mean,QD_variance,QD_max,chargetime_mean,chargetime_variance,chargetime_max,Tmin_mean,Tmin_variance,Tmin_max,Tmax_mean,Tmax_variance,Tmax_max,Tavg_mean,Tavg_variance,Tavg_max
b1c14,879.0,0.015143742444444445,3.225288466427878e-05,0.017121186,0.9534938666666667,0.127851098024255,1.0743321,0.9541278333333333,0.12802116345817002,1.0750496,9.567909814814822,12.873505473420465,10.76928000000001,26.907105666666666,101.81399992749225,30.336468,32.50630944444444,148.59455307236703,36.630051,29.53953817552937,122.70771302393905,33.27109472435901
b1c15,718.0,0.015114930888888886,3.214772487041736e-05,0.017168047,0.9455042222222221,0.12571879513692694,1.0657001,0.9461827333333334,0.12589907280503498,1.066329,9.595728518518525,12.950055470380189,10.84662833333335,26.68479422222222,100.13716055846521,30.068954,32.72497411111111,150.59968940271511,36.870113,29.490468031149923,122.30043489447446,33.20654617728523
b1c16,861.0,0.014863436111111109,3.107077798838987e-05,0.01683085,0.9629460333333333,0.130398748062175,1.0849878,0.9635074333333331,0.13055082711477753,1.0855736,9.002406111111114,11.39834255735973,10.179793333333327,26.51452944444444,98.86385375230103,29.892656,31.662988888888897,140.98394583650733,35.669975,28.784357700261182,116.51374400221223,32.41947917690191
b1c17,856.0,0.014832646888888891,3.094099380567361e-05,0.016778639,0.9548565222222221,0.12821617562160695,1.0754749,0.9549819999999999,0.128249966923775,1.0756208,9.00283833333333,11.399435532690266,10.18038333333334,26.121932444444443,95.95702597690877,29.43508,31.165415444444445,136.59044893658458,35.148521,28.403603861107833,113.4522513272925,32.007871295112814
b1c18,690.0,0.01767656177777778,4.393980510238047e-05,0.019886132,0.9647013111111112,0.13160816563081362,1.1429566,0.9493330555555557,0.12673707388349775,1.0693638,8.824098518518522,10.951334507568372,9.959890000000026,26.48943366666667,98.68123624819326,29.88302,31.242011888888882,137.26134713540839,35.258629,27.844158693921816,109.02783396957832,31.3809486379703
b1c19,787.0,0.014527038333333332,2.9679611896912755e-05,0.016449727,0.9664776555555554,0.13135589449900778,1.0884173,0.9664930555555554,0.13136017581260775,1.0884857,8.823853703703703,10.950741548838039,9.958230000000004,26.719139222222225,100.39578911511646,30.121908,32.450697000000005,148.08776551320975,36.624542,29.300134526748145,120.72654528863701,32.99285653717466
b1c20,533.0,0.013806321222222223,2.6818969731827448e-05,0.015740737,0.9546379444444444,0.12815726512614278,1.0749187,0.9553102111111111,0.12833783884410857,1.0756526,8.01644296296297,9.03863066287486,9.070505000000018,26.920810333333336,101.920511422884,30.449617,31.25369522222222,137.37117005665442,35.307484,28.844801436078576,117.0036577135276,32.48373702971214
b1c21,558.0,0.013493391888888892,2.561072058822486e-05,0.015348774,0.9633302555555555,0.1305017960433628,1.0847994,0.9641261222222224,0.1307175348543694,1.0856259,7.964763703703704,8.922242603154016,8.98454166666667,27.228260777777777,104.25994177727942,30.773823,33.268344,155.6519294142605,37.615559,29.73809624250452,124.36396654884294,33.500776272291525
b1c23,1013.0,0.014982898666666668,3.1570651810156e-05,0.016937815,0.9614165777777777,0.12998361152527443,1.0825366,0.9613316222222221,0.12996083329871944,1.0825438,10.178681851851875,14.57082904667746,11.513775000000049,26.50452222222222,98.78851130014667,29.880541,30.760961333333334,133.06636605173048,34.677021,28.33948475606411,112.93988384442272,31.9019761523119
b1c24,1016.0,0.014758421555555555,3.0631535861292275e-05,0.016687831,0.956774922222222,0.12873169380481944,1.0774792,0.9568561888888889,0.1287534691588861,1.0774466,10.799345925925934,16.402116790199404,12.18136666666666,27.144348,103.61688478232375,30.606407,32.544758333333334,148.9472383286995,36.68198,29.600834169256895,123.2174684087035,33.34422281362001
b1c25,853.0,0.01477390911111111,3.069577415547361e-05,0.016699277,0.9569980444444445,0.12879153336482527,1.0776578,0.9574371888888888,0.12890981094372114,1.0781482,10.798717962962975,16.40022381550752,12.18101999999999,27.20751488888889,104.0986315689956,30.653128,33.521624,158.0209360769752,37.751759,30.037567229258244,126.88026759868285,33.81671782565497
b1c26,869.0,0.014483980555555557,2.9502842573177783e-05,0.016376387,0.9689254555555554,0.1320219653426078,1.0909083,0.9687237666666668,0.13196719434525003,1.0908767,9.587162407407416,12.926650668504966,10.848076666666689,27.077189222222223,103.1038708320837,30.531719,32.01982166666667,144.18061724584126,36.083862,29.40266065545019,121.57344092132833,33.11786621819861
b1c27,841.0,0.014303024666666664,2.8770451876088e-05,0.016174601,0.9611515666666666,0.12991178422682498,1.0820678,0.9609273222222223,0.12985143126163695,1.082202,9.604620370370368,12.974226208265119,10.847453333333336,27.35246066666667,105.210447027478,30.816071,32.99625433333333,153.10774831607748,37.211285,30.047491614514644,126.9639922323948,33.83070712135033
b1c28,859.0,0.014815097888888887,3.086741112400586e-05,0.016742077,0.9594290777777778,0.12944673717540695,1.0802017,0.9599115111111112,0.12957707327665863,1.0808195,9.882029074074078,13.733970353009118,11.179885000000043,27.21891255555555,104.18646772945102,30.679613,32.94413888888889,152.62355963217766,37.117283,29.92492529102087,125.93004733595649,33.68714707643892
b1c29,916.0,0.014701315888888887,3.0395087858197608e-05,0.016626336,0.9614761,0.12999978601041998,1.0826352,0.9614216333333334,0.1299851666972375,1.0826534,9.928134259259261,13.861856463554249,11.180270000000018,27.028836222222225,102.73679463166768,30.474266,31.17781411111111,136.69826934959084,35.141018,28.981352155683275,118.114701515476,32.646053415905
b1c30,708.0,0.01421872922222222,2.8432130565528443e-05,0.016072329,0.9618660888888889,0.1301051657004236,1.0830256,0.9618599444444444,0.13010377720619026,1.0831774,9.002694259259265,11.39906671337995,10.180281666666694,27.26322211111111,104.52564656142334,30.745543,32.348586222222224,147.15840221215396,36.487705,29.724070911208457,124.24585118878514,33.477010112546104
b1c31,875.0,0.014998444222222221,3.163584210307345e-05,0.016952254,0.9749640333333333,0.13367276918633247,1.0977674,0.9750771777777777,0.13370399917071943,1.0980457,9.002764074074078,11.3992393694105,10.180145000000024,26.700769111111114,100.25648537747112,30.060051,27.200341111111115,104.04541893146107,30.669722,26.963133730719605,102.23647688069941,30.366972390423424
b1c32,730.0,0.014357154222222224,2.8988741591204448e-05,0.016239462,0.9598153555555555,0.12955092260462278,1.0806562,0.9599273666666667,0.1295813903137475,1.080914,8.992989444444442,11.374175571128465,10.179393333333309,26.980643666666666,102.37035101858399,30.408197,32.02473311111111,144.2276987272511,36.114578,29.315762642420786,120.85612764835749,33.01502401314553
b1c33,756.0,0.014671484333333333,3.02717300883525e-05,0.016591828,0.9731217777777778,0.13316822529886693,1.0958028,0.9732925444444446,0.13321522348037027,1.0960946,9.002369814814815,11.398257319950305,10.180324999999964,26.957181222222218,102.19175087073768,30.369667,33.14402555555555,154.4838275079408,37.359303,29.777128241169162,124.6894053949515,33.52443327374295
b1c34,741.0,0.015012923888888887,3.1697646173933607e-05,0.0169825,0.9587091000000001,0.12925224226629747,1.0794368,0.9586889000000001,0.1292470626795375,1.0796471,9.834448518518517,13.602039381085028,11.08497166666666,26.61465688888889,99.61142366890986,29.978113,31.663850999999998,140.99144430140223,35.667152,28.90159050939696,117.46514897520859,32.55478461799818
b1c35,702.0,0.015086246000000001,3.200766910390325e-05,0.017059039,0.9537919777777777,0.12792999062424196,1.0739415,0.9537388888888889,0.12791609599736858,1.0740132,9.825135555555551,13.576603947997208,11.084659999999957,26.461032888888887,98.46503141537937,29.826956,30.672834222222225,132.30440840226615,34.570969,28.410572867628705,113.50716345402245,31.98222337511689
b1c36,703.0,0.014579769,2.9894459758945e-05,0.016480684,0.9600882555555555,0.12962478038716777,1.0811293,0.9601871222222224,0.12965181556432193,1.0814216,10.253379814814824,14.78491474123853,11.607776666666602,26.939118111111114,102.05702584985985,30.434574,29.89376877777778,125.66914732887244,33.697651,28.390124124845197,113.34473891701539,31.99376015300547
b1c37,647.0,0.01470071788888889,3.039210076143111e-05,0.016607935,0.9573351444444445,0.12888226281014278,1.077999,0.9573355333333331,0.12888269280242748,1.0781716,10.280875185185202,14.865284045451054,11.608036666666704,26.890213666666664,101.68643436912825,30.36055,31.656655666666666,140.9284268411327,35.698196,29.187484706326725,119.80012396758184,32.87477644576116
b1c38,616.0,0.014375166444444445,2.9061626946466285e-05,0.016260354,0.9556783444444444,0.1284364982126903,1.0760696,0.9553917777777777,0.12835965549201694,1.0758859,9.088298148148155,11.616835430362132,10.276545000000018,27.06418333333333,103.00618702456325,30.567444,32.61614077777777,149.60100334553047,36.749508,29.81298282725936,124.98996849173311,33.580335372093025
b1c39,624.0,0.014803266333333334,3.08182224940165e-05,0.016743599,0.9639530222222221,0.13067069622448943,1.0855258,0.9637622555555557,0.13061914790925025,1.0854084,9.114876481481474,11.684542600169735,10.275153333333373,26.987619444444444,102.42431460792605,30.478518,32.734408333333334,150.68752523029298,36.875393,29.662728673955016,123.73390305589325,33.44301873674425
b1c40,965.0,0.014814606444444446,3.0865752219017276e-05,0.016756468,0.9655135666666668,0.1310940217014125,1.0872661,0.9650969111111112,0.1309811644276411,1.0869442,10.733624444444452,16.202815819861822,12.138396666666662,27.00099077777778,102.52511711481992,30.449511,33.16572477777778,154.68640913761422,37.401123,29.668029423824287,123.77843543074991,33.421821408928594
b1c41,1050.0,0.014888417666666666,3.11753856793525e-05,0.016856873,0.9615433222222222,0.13001829144223442,1.0828702,0.9612741888888886,0.12994567580609612,1.082631,10.742595740740732,16.23022411129866,12.137791666666637,26.94813888888889,102.12347419642161,30.373693,32.42984488888889,147.8988974060866,36.574959,29.33344186503101,121.00215951292597,33.06450023946193
b1c42,701.0,0.014826712444444445,3.091578406135753e-05,0.0167679,0.9624076222222223,0.13025205194280945,1.0837302,0.9621166555555555,0.13017346601386273,1.0835146,9.937129259259276,13.887960496443185,11.221110000000014,27.020952555555553,102.67778528569755,30.483128,32.965527,152.8220114765418,37.126156,29.718403956999754,124.19818653822554,33.452415549639014
b1c43,650.0,0.014263036333333333,2.8610033078141743e-05,0.016111452,0.9515242111111112,0.1273224246417561,1.0713279,0.9514262666666666,0.127296435112065,1.0713569,9.927851666666664,13.86194237267777,11.221178333333349,26.91859555555555,101.90050857510903,30.368414,32.42238877777778,147.82980708731245,36.568501,29.59784926321547,123.19275181976231,33.329144496774155
b1c44,615.0,0.015434443111111112,3.3501539266139356e-05,0.017436398,0.9664385555555555,0.1313452389419353,1.0881757,0.9662726444444445,0.13130030048301777,1.0881088,9.12236962962962,11.704209561599821,10.304475000000002,26.572508555555558,99.29577078266202,29.940054,31.322801444444444,137.97059480716905,35.28067,28.79018568482679,116.56134219109049,32.42877376865672
b1c45,598.0,0.014764945666666671,3.065842885064125e-05,0.016685704,0.9655731777777776,0.13111020118665195,1.0873405,0.9655762666666665,0.13111118005634753,1.0874116,9.10399296296297,11.656671369734585,10.304489999999989,26.525039333333332,98.94148716008552,29.892241,32.06914555555556,144.62430077618026,36.147827,29.139091290282433,119.40317049201025,32.81981681272729
b2c0,326.0,0.01734255922222222,5.3123594613444166e-08,0.017570902,1.071371488888889,3.2619454036111954e-06,1.0729717,1.0718915999999998,3.2283959700000782e-06,1.0735837,10.257302037037043,0.0027737632609579764,10.332668333333276,28.17779111111111,0.6377074511558621,28.999689,31.384296111111112,0.08837253262011145,31.66193,29.833433080073615,0.2454393414659764,30.3635449709479
b2c1,170.0,0.017551941111111108,7.407318983311096e-08,0.018061424,1.0708175222222223,2.7475146869445723e-06,1.0732002,1.0710628666666664,3.249852912499916e-06,1.0736164,10.331568518518528,0.0034403001246118827,10.424418333333112,29.106348333333333,0.48308429076850007,30.146763,36.779671444444446,0.13741147085602812,37.382713,32.05010936177397,0.19127823875145367,32.61879795015114
b2c2,464.0,0.017777559222222225,2.0004384033444366e-08,0.017922889,1.0749557666666667,4.189155337499925e-06,1.0767668,1.0756799555555556,4.719923062777588e-06,1.0775483,10.072780740740752,0.001989931298687696,10.116116666666736,29.759984222222222,0.2793516366426938,30.291935,36.594069555555556,0.04678915792752797,37.006065,32.54691329371271,0.1254389840403058,33.03841594666665
b2c3,361.0,0.016683954222222224,5.2955041449694507e-08,0.017053859,1.0670476111111111,1.98054909861109e-06,1.0681429,1.067725422222222,2.492943121944436e-06,1.0689098,10.138071296296296,0.00011695111581962487,10.165890000000218,30.08313111111111,0.09395849161161132,30.488302,38.06083033333333,0.1296548834130003,38.520645,33.34221795224378,0.0560326084285884,33.68517053375786
b2c4,471.0,0.016702113222222217,3.454300156419437e-08,0.017030258,1.0734497222222223,3.112413709444497e-06,1.0746213,1.0740492666666668,3.87008394000004e-06,1.0752398,10.14114555555549,0.002327748387499017,10.210249999999844,30.18497966666667,0.0184171641660001,30.370098,36.613771333333325,0.016602737573499966,36.886383,32.789847948416345,0.014501446801738007,33.00395701313628
b2c5,507.0,0.017037232333333333,1.2901309489250042e-08,0.017228829,1.0690365555555557,4.240707190277834e-06,1.0705893,1.0694842666666666,4.968148877500077e-06,1.0711333,10.143421851851869,0.0018347222760017612,10.179864999999944,29.711153888888887,0.0267567943803613,30.008738,35.32244444444444,0.03228384587077776,35.710251,32.020184218314604,0.01546398288972039,32.268471528813535
b2c6,545.0,0.016487146777777777,8.08236146161944e-08,0.017036749,1.069844088888889,5.037974676111174e-06,1.0716891,1.0705858444444443,5.458446645277835e-06,1.072341,10.204883333333363,0.0018215055597168097,10.249743333333267,29.601915777777776,0.028457306284694537,29.906717,36.854931666666666,0.013606549249999843,37.074684,32.89409159142973,0.05613232487457359,33.12977904653326
b2c10,596.0,0.018113442666666663,2.3418217069499918e-08,0.018386904,1.0700647444444447,6.223146922777681e-06,1.0722041,1.0710086666666667,6.49021551999996e-06,1.073001,10.113595370370334,0.0017073597095726527,10.14954999999997,30.008557222222223,0.027956049346194375,30.179855,38.107156888888895,0.13987384130486086,38.545193,33.038559594648454,0.01975674836211079,33.257355401666686
b2c11,505.0,0.017493717222222222,1.8182797057444596e-08,0.017747378,1.0722183777777778,5.284000296944355e-06,1.073916,1.0733828555555556,5.206071217777834e-06,1.074983,10.117285185185189,0.0009348223128099507,10.198816666666728,30.475950000000005,0.012493241870750014,30.629246,36.75234600000001,0.013486155086749737,36.908924,33.09948796272201,0.009944207369370368,33.2143512451396
b2c12,491.0,0.016930581777777776,4.3191470085944413e-08,0.017311905,1.0722851555555555,3.580723080277706e-06,1.0738773,1.0726026333333334,4.3605439574999545e-06,1.0740118,10.174634074074076,0.0017778716570172773,10.232333333333372,30.55021844444444,0.011037282480527771,30.70656,37.79840266666666,0.015041057370249827,37.912777,33.42907590473291,0.010153854166447956,33.604515589869344
b2c13,520.0,0.016935129555555553,2.8251784519027754e-08,0.017264629,1.0815659,4.897764247499912e-06,1.0829631,1.0816897777777776,5.2379519394442805e-06,1.0830737,10.234750925925916,0.003548646140353057,10.340620000000005,30.264634444444443,0.018193871149027707,30.549747,37.33842488888889,0.03912077959086104,37.775658,33.199320729244405,0.009825755857251444,33.381930112698434
b2c14,509.0,0.017090131777777778,1.0688450049444515e-08,0.017321993,1.0795046,5.004624224999816e-06,1.0814146,1.0798146888888889,5.574025488611186e-06,1.0815797,10.125773518518528,0.0017096501516972583,10.18104666666671,30.28845866666667,0.013438509814249978,30.500856,36.682334,0.007022236008500142,36.840355,32.75214837476513,0.009475509461410908,32.88824874358975
b2c17,525.0,0.01768621211111111,3.961132181061112e-08,0.017986769,1.0693727222222222,5.553583959444494e-06,1.0715117,1.0693403,6.241785905000005e-06,1.0722336,10.15824907407406,0.0021163750313269282,10.216508333333332,29.615291,0.5034316151367504,30.423618,33.55164288888889,0.24846685470611102,34.045109,31.300665335076182,0.24507056935340857,31.827149226932697
b2c18,523.0,0.017529668555555555,4.020225824352761e-08,0.017950749,1.0652205222222222,2.966224101944591e-06,1.0668446,1.0652057444444445,3.3107885902777023e-06,1.0668461,10.183712777777826,0.0026788075131861273,10.25699666666648,30.024520111111112,0.2612921525141116,30.66984,37.153818777777786,0.06887173473144424,37.544605,32.76483717822009,0.13105424320065687,33.248221187500064
b2c19,489.0,0.017625475888888888,6.766322846511129e-08,0.018011536,1.0487160333333334,1.6650204174999673e-06,1.049651,1.0486097333333335,1.7761624250000813e-06,1.0496798,10.323307407407453,0.0044460503931311535,10.445723333333444,30.107726444444445,0.19912162581902798,30.657457,34.657672999999996,0.2813603287232505,35.859211,32.365777375459764,0.05228987759427382,32.64101596318553
b2c20,531.0,0.017502546555555554,1.7805987671777595e-08,0.017673973,1.0847757,7.179906027499913e-06,1.0867416,1.085109788888889,7.4519589861109885e-06,1.0870633,10.144275925925925,0.0019275444070198783,10.18142333333332,30.318226999999997,0.029995314167250015,30.525494,36.49820322222222,0.17871325509619426,37.303005,32.60434570413426,0.028542288188236585,32.92456201725633
b2c21,520.0,0.01764029488888889,2.207670230061129e-08,0.017981209,1.0783071444444445,7.738935467777876e-06,1.0803267,1.0786320777777778,7.886373744444426e-06,1.08064,10.135065000000006,0.0016294110472202996,10.188114999999865,30.49937144444444,0.059517846067027876,30.925486,36.383625333333335,0.06969607614650018,36.756878,32.54626234560658,0.04302586252775034,32.908804056255164
b2c22,540.0,0.017188890333333335,1.5315351318750033e-08,0.01743193,1.0815869444444444,6.437548737777895e-06,1.0834807,1.0817043444444443,6.566770287777766e-06,1.0836346,10.15439962962962,0.0017547889595769344,10.197710000000129,29.933678999999998,0.042812548698750084,30.226852,34.901755,0.0296247671372499,35.214756,31.94104818663351,0.017615642060669793,32.147883218749975
b2c23,562.0,0.017607092111111115,3.004471623986109e-08,0.017877026,1.0760770666666666,4.12040305249993e-06,1.0775633,1.0763122444444444,4.4246630527778485e-06,1.0778421,10.290867592592527,0.0026902564563241914,10.389229999999952,30.042543555555554,0.055235659603027634,30.371639,35.64372922222222,0.0540530831931942,36.0495,32.19421639693134,0.03716646095102014,32.457019459253615
b2c24,524.0,0.017256798555555557,2.2327691736777826e-08,0.017488673,1.0693008666666666,4.953713329999745e-06,1.0709345,1.0694965,5.475394947500132e-06,1.0712154,10.045958518518429,0.0020093511996153207,10.09466666666655,28.655741000000003,0.29643847112950034,29.57263,32.05946377777778,1.6628074336601928,34.424259,30.133380463887292,0.06054534043161352,30.607141539232117
b2c25,487.0,0.017537285666666666,1.804309784049998e-08,0.017749527,1.0689742222222223,4.409270754444406e-06,1.070719,1.0691454222222223,4.876166691944363e-06,1.0709518,10.047521481481494,0.002199527753084095,10.108789999999862,28.96431011111111,0.06983591965311098,29.300552,33.65482466666666,0.07787398070625037,34.012157,30.856925302537995,0.02411138136723664,31.06104333861545
b2c26,498.0,0.017896310000000002,2.3279196138750114e-08,0.018069029,1.0790407111111113,6.256116291111066e-06,1.0811627,1.0791594333333334,6.694991179999977e-06,1.0813094,10.04698814814816,0.0021230206350315263,10.103436666666676,29.724276999999997,0.11621681780549978,30.05081,34.803811888888895,0.040022610287611615,35.066723,31.593306679736592,0.04722601190061438,31.82749372043924
b2c27,495.0,0.017529386444444444,1.1072354154777853e-08,0.017651217,1.0676446,5.236563917499949e-06,1.069657,1.0678612555555553,5.819588902777817e-06,1.0698885,10.135271481481485,0.0018661039600287267,10.18083666666668,29.788279777777777,0.10038072023369392,30.110874,35.299168333333334,0.04504031106949998,35.507721,31.936402034629428,0.03559079180699069,32.159023695435764
b2c28,541.0,0.017180017444444445,1.0282957416777795e-08,0.017316906,1.072291311111111,5.330246256111062e-06,1.0747813,1.073630222222222,5.713716939444487e-06,1.0756903,10.142845370370386,0.0015925298172097667,10.197663333333429,30.230182888888887,0.15992594700561127,30.673481,36.67026266666667,0.07134024269525074,36.992451,32.85418645409234,0.05495263878265388,33.171479898502504
b2c29,522.0,0.017044654444444446,6.434136563027863e-09,0.017144648,1.0736246666666664,2.8929310924999883e-06,1.0753908,1.074163988888889,3.569138531111035e-06,1.0758957,10.1349990740741,0.0019360469854925596,10.181685000000046,30.54518744444444,0.07200308050002774,30.803997,37.498191000000006,0.07189679015124961,37.795395,33.31710974088172,0.039054492441951444,33.53113105303036
b2c30,507.0,0.01770026566666667,1.1149011932250061e-08,0.017877394,1.068732588888889,5.293908613611326e-06,1.0706967,1.0689125555555554,5.514816220277852e-06,1.070865,10.11665666666665,0.0014704853124981759,10.18740333333335,29.909365999999995,0.014703062519250104,30.050955,36.23336533333333,0.01130405371450014,36.388378,32.416051673184114,0.009141590523980567,32.587071789739234
b2c31,519.0,0.017624195666666665,7.377379001999972e-09,0.01775966,1.0751952777777778,7.2376306844444245e-06,1.0778873,1.0756426666666667,7.593367875000221e-06,1.0780863,10.152311296296318,0.0017408568672094126,10.180319999999968,29.955030222222224,0.0330396038151943,30.170414,34.44644622222223,0.025892957779944176,34.654644,31.695420197000644,0.011755826776382105,31.835689722407945
b2c32,544.0,0.01757414477777778,1.0342910770694417e-08,0.017704446,1.0765215555555556,6.663507925277867e-06,1.0786647,1.0763125222222223,5.821980166944383e-06,1.0785127,10.124790740740746,0.0017509665938236377,10.180753333333268,30.38003444444444,0.22398892185177732,30.931005,37.331122555555545,0.11966710015652736,37.660526,33.04926697303366,0.08623155639590334,33.3895972826447
b2c33,546.0,0.017594441666666665,7.960280710500103e-09,0.017711338,1.0812481444444444,6.023476367777958e-06,1.0832591,1.0809699666666666,5.565730629999963e-06,1.0831547,10.132932777777803,0.001933787054171337,10.17960333333346,30.510209333333332,0.0812914215505004,30.771761,36.08993511111112,0.10154945000711098,36.423939,32.804615233423284,0.05434090408183572,33.09458798799317
b2c34,526.0,0.017602641222222225,9.528346355694506e-09,0.017780021,1.0709863777777777,7.134492089444659e-06,1.0732914,1.0709133666666668,7.44919597250008e-06,1.0734524,10.171501851851861,0.0007800717989197817,10.181488333333498,30.74851233333333,0.047841020924000346,31.083252,37.301968555555554,0.02531709096452778,37.577946,33.279880731780686,0.021332737792777917,33.4673561382528
b2c35,486.0,0.017348688,1.5179906783499915e-08,0.017559756,1.070437288888889,5.442720696111137e-06,1.0723188,1.0704094555555557,5.744542057777693e-06,1.0725707,10.134035740740714,0.0019275982598011133,10.180736666666538,30.629554555555558,0.033946094082777836,30.893965,38.14482077777778,0.027637207305444108,38.347214,33.53301776507876,0.026501386806861246,33.787312801886905
b2c36,560.0,0.02016399922222222,8.813427537194426e-09,0.020373434,1.0806888111111113,5.662202693611251e-06,1.0827994,1.080762611111111,5.711229936111153e-06,1.0830785,10.143956111111091,0.0019406398784727152,10.18160666666663,30.380155222222225,0.03411188769869436,30.729795,37.67145,0.026737878835249848,37.878963,33.300657749406,0.029346652974654053,33.56056423907668
b2c37,502.0,0.01814322455555556,8.138617534777867e-09,0.018337425,1.0762601222222221,4.50689082694457e-06,1.0782094,1.0764687333333331,5.050055254999915e-06,1.0784619,10.125761296296291,0.001748001248454404,10.1816833333333,29.74482566666667,0.021479622434249796,29.909342,34.97239722222222,0.020162793729194467,35.275402,31.862179088983282,0.014038803994714077,32.01105509842837
b2c38,487.0,0.017730665333333333,8.423825935000019e-09,0.017908165,1.0716264444444443,5.947227530277923e-06,1.0735315,1.0715636333333336,5.857075945000121e-06,1.0737581,10.14469444444449,0.001924063295835359,10.182028333333438,29.745417999999997,0.015895987248250053,29.965654,35.93706811111112,0.027049819520361663,36.261467,32.08808806796294,0.013065447406615242,32.30116403035417
b2c39,480.0,0.018017504777777776,1.0012316490944404e-08,0.018178858,1.080794722222222,9.448932269444351e-06,1.0834432,1.0810750222222223,9.795017541944265e-06,1.0838689,10.131544074074135,0.0019388704104942387,10.178255000000112,29.73057522222222,0.011452680081694366,29.856758,35.55033777777778,0.02775103302669448,35.94276,32.03014610765009,0.011916009556187764,32.229888260425575
b2c40,530.0,0.017387283111111113,1.6724138615611075e-08,0.017582053,1.0781966888888885,9.054157231111035e-06,1.0806782,1.0791730888888889,6.5668070536113024e-06,1.0812775,10.135096111111112,0.0019346929048587522,10.182131666666583,30.34632822222222,0.23812412751969483,30.880749,37.61000477777778,0.13238644394769472,38.073326,33.131346634918,0.09290945002981202,33.49110785667476
